row_idx,question,answer,response,is_correct
40,برینڈن کا آئی فون بین کے آئی فون سے چار گنا پرانا ہے۔ بین کا آئی فون سوزی کے آئی فون سے دو گنا پرانا ہے۔ اگر سوزی کا آئی فون 1 سال پرانا ہے، تو برینڈن کا آئی فون کتنا پرانا ہے؟,8,"ہمیں یہ معلوم کرنا ہے کہ برینڈن کا آئی فون کتنے سال پرانا ہے۔ ہمیں یہ دیا گیا ہے کہ:

1. **سوزی کا آئی فون 1 سال پرانا ہے**  
2. **بین کا آئی فون سوزی کے آئی فون سے دو گنا پرانا ہے**  
3. **برینڈن کا آئی فون بین کے آئی فون سے چار گنا پرانا ہے**

### اب ہم یہ چیزیں ایک ساتھ حل کریں گے:

#### 1. سوزی کا آئی فون = 1 سال پرانا  
#### 2. بین کا آئی فون = 2 × سوزی کا آئی فون = 2 × 1 = **2 سال پرانا**  
#### 3. برینڈن کا آئی فون = 4 × بین کا آئی فون = 4 × 2 = **8 سال پرانا**

### ✅ **جواب: برینڈن کا آئی فون 8 سال پرانا ہے**",True
41,عظیم اژدہا، پرگ، فاربو پہاڑ کی چوٹی پر بیٹھا 1000 فٹ کے دائرے میں ہر چیز پر آگ برسا رہا تھا۔ پولی سونے کا نیزہ، جو اژدہے کو ہلاک کرنے والا واحد معلوم ہتھیار تھا، 400 فٹ کے فاصلے تک پھینک سکتی تھی، جو اژدہے کے شعلوں کی پہنچ کے بالکل اندر تھا۔ لیکن جب پولی نیلم کا پتھر تھام لیتی، تو وہ نیزے کو معمول سے تین گنا زیادہ دور پھینک سکتی تھی۔ نیلم کا پتھر تھام کر، پولی اژدہے کے شعلوں کی پہنچ سے کتنی دور کھڑی ہو سکتی ہے کہ پھر بھی سونے کے نیزے سے اژدہے کو نشانہ بنا سکے؟,200,"یہ مسئلہ ایک ریاضیاتی اور سیکھنے والے تجربے کی طرح ہے۔ ہمیں یہ پتہ ہے کہ:

- پولی کے سونے کے نیزے کی معمولی پھینک کی فاصلہ = 400 فٹ
- نیلم کا پتھر تھام لیتی ہوئی، نیزے کی پھینک کی فاصلہ = معمولی فاصلہ × 3 = 400 × 3 = **1200 فٹ**

ہمیں پوچھا گیا ہے کہ **نیلم کا پتھر تھام کر پولی اژدہے کے شعلوں کی پہنچ سے کتنی دور کھڑی ہو سکتی ہے کہ پھر بھی سونے کے نیزے سے اژدہے کو نشانہ بنا سکے؟**

### اب ہم یہ سمجھتے ہیں کہ:

- اژدہا 1000 فٹ کے دائرے میں ہر چیز پر آگ برسا رہا ہے۔
- یعنی اژدہا کی شعلوں کی پہنچ = **1000 فٹ**
- اگر پولی اژدہے کے شعلوں کی پہنچ سے **کچھ فاصلہ** پر کھڑی ہو، تو وہ اژدہے کو نشانہ بنا سکے۔
- اور نیزے کی پھینک کی فاصلہ = **1200 فٹ** (نیلم کا پتھر تھام لیتی ہوئی)

### اب ہم یہ سمجھتے ہیں کہ:

- اژدہا کی شعلوں کی پہنچ = 1000 فٹ
- اگر پولی اژدہے کے شعلوں کی پہنچ سے **کچھ فاصلہ** پر کھڑی ہو، تو وہ اژدہے کو نشانہ بنا سکے
- اور اسی وقت وہ نیزے کی پھینک کی فاصلہ = 1200 فٹ

### اس لیے:
- اژدہے کی شعلوں کی پہنچ = 1000 فٹ
- اگر پولی اژدہے کے شعلوں کی پہنچ سے **کچھ فاصلہ** پر کھڑی ہو تو اس کا نیزہ اژدہے کو نشانہ بنا سکے
- اور اس وقت نیزے کی پھینک کی فاصلہ = 1200 فٹ

### اس لیے:
- اژدہے کی شعلوں کی پہنچ = 1000 فٹ
- اور اگر پولی اژدہے کے شعلوں کی پہنچ سے **1000 فٹ** دور کھڑی ہو تو اس کا نیزہ اژدہے کو نشانہ بنا سکے
- اور اس وقت نیزے کی پھینک کی فاصلہ = 1200 فٹ

### لہذا:
- اگر پولی اژدہے کے شعلوں کی پہنچ سے **1000 فٹ** دور کھڑی ہو، تو اس کا نیزہ اژدہے کو نشانہ بنا سکے
- اور نیزے کی پھینک کی فاصلہ = 1200 فٹ
- اس لیے اژدہے کی شعلوں کی پہنچ سے **1000 فٹ** دور کھڑی ہوئی پولی اژدہے کو نشانہ بنا سکتی ہے

### ✅ **جواب: 1000 فٹ**",False
42,دادی جونز نے فائر مینوں کے دوپہر کے کھانے کے لیے 5 سیب کے پائی بنائے۔ انہوں نے ہر پائی کو 8 ٹکڑوں میں کاٹا اور پانچوں پائیوں کو مہمانوں کے لیے بوفے کی میز پر رکھ دیا تاکہ وہ خود لے سکیں۔ شام کے اختتام پر، جب مہمانوں نے اپنے ٹکڑے لے کر کھا لیے، تو 14 ٹکڑے باقی رہ گئے۔ مہمانوں نے کتنے ٹکڑے لیے؟,26,"ہمیں پتہ ہے کہ:

- دادی جونز نے **5 سیب کے پائی** بنائے۔
- ہر پائی کو **8 ٹکڑوں** میں کاٹا گیا۔
- ہر پائی کے 8 ٹکڑے ہیں، تو 5 پائیوں کے کل ٹکڑے =  
  $ 5 \times 8 = 40 $ ٹکڑے

- شام کے اختتام پر **14 ٹکڑے** باقی رہ گئے۔
- یعنی مہمانوں نے کھا لیے ٹکڑے =  
  $ 40 - 14 = 26 $

### ✅ جواب: **26 ٹکڑے**",True
43,اس کی غذائیت کی معلومات کے مطابق، چپس کے ایک بیگ میں فی سرونگ 250 کیلوریز ہوتی ہیں۔ اگر 300 گرام کے بیگ میں 5 سرونگ ہیں، تو آپ کتنے گرام کھا سکتے ہیں اگر آپ کا روزانہ کیلوری کا ہدف 2000 ہے اور آپ پہلے ہی 1800 کیلوریز لے چکے ہیں؟,48,"ہمیں چپس کی کیلوری کی معلومات اور آپ کے کیلوری کے ہدف کے مطابق چپس کے استعمال کی مقدار پتہ لگانا ہے۔ چلیے ہم اس کو قدم بہ قدم حل کریں۔

---

### 1. **کیلوری کے ہدف کا تحلیل:**

- آپ کا **روزانہ کیلوری ہدف** = 2000 کیلوری
- آپ نے **پہلے ہی لے چکے ہیں** = 1800 کیلوری
- اب آپ کو **بچی ہوئی کیلوری** =  
  $$
  2000 - 1800 = 200 \text{ کیلوری}
  $$

---

### 2. **چپس کی کیلوری اور وزن کا تحلیل:**

- چپس کے **ایک بیگ میں 5 سرونگ** ہیں
- ایک سرونگ میں **250 کیلوری** ہوتی ہیں
- 300 گرام کے بیگ میں 5 سرونگ ہیں

#### ایک سرونگ کی وزن:
$$
\frac{300 \text{ گرام}}{5} = 60 \text{ گرام}
$$

#### ایک گرام کی کیلوری:
$$
\frac{250 \text{ کیلوری}}{60 \text{ گرام}} = \frac{25}{6} \approx 4.17 \text{ کیلوری/گرام}
$$

---

### 3. **آپ کو کتنی کیلوری کھا سکتے ہیں:**

- آپ کو 200 کیلوری بچی ہوئی ہیں
- اگر 1 گرام میں 4.17 کیلوری ہوتی ہیں، تو:
$$
\frac{200}{4.17} \approx 48 \text{ گرام}
$$

---

### ✅ **جواب:**

آپ **48 گرام** چپس کھا سکتے ہیں۔",True
44,چارلی شہد کے موم کی موم بتیاں بیچنا چاہتا ہے۔ ہر ایک پاؤنڈ موم سے وہ 10 موم بتیاں بنا سکتا ہے۔ ایک پاؤنڈ موم اور بتیوں پر سامان کی لاگت 10 ڈالر آتی ہے۔ اگر وہ ہر موم بتی 2 ڈالر میں فروخت کرے، تو 20 موم بتیاں بنانے اور بیچنے پر اس کا خالص منافع کتنا ہوگا؟,20,"ہمیں چارلی کے 20 موم بتیاں بنانے اور بیچنے پر خالص منافع پتہ لانا ہے۔ چلیے ہر ایک قدم کے ساتھ ہل کریں۔

---

### 1. **ہر پاؤنڈ موم سے 10 موم بتیاں بن سکتے ہیں**  
تو، 20 موم بتیاں بنانے کے لیے چارلی کو کتنے پاؤنڈ موم کی ضرورت ہوگی؟

$$
\frac{20}{10} = 2 \text{ پاؤنڈ موم}
$$

---

### 2. **ہر پاؤنڈ موم اور بتیوں پر سامان کی لاگت 10 ڈالر ہے**  
تو، 2 پاؤنڈ موم کی لاگت:

$$
2 \times 10 = 20 \text{ ڈالر}
$$

---

### 3. **ہر موم بتی 2 ڈالر میں فروخت کی جاتی ہے**  
تو، 20 موم بتیاں فروخت کر کے حاصل ہونے والی رقم:

$$
20 \times 2 = 40 \text{ ڈالر}
$$

---

### 4. **خالص منافع = فروخت کی رقم - لاگت**

$$
40 - 20 = 20 \text{ ڈالر}
$$

---

### ✅ **جواب: 20 ڈالر**",True
45,میریڈتھ ایک فری لانس بلاگر ہے جو صحت کے موضوعات پر لکھتی ہے اور روزانہ اپنے مستقل کام کے طور پر کلائنٹس کو مضامین پیش کرتی ہے۔ ایک بلاگ آرٹیکل پر تحقیق کرنے اور لکھنے میں اوسطاً 4 گھنٹے لگتے ہیں۔ پچھلے ہفتے، اس نے پیر کو 5 مضامین لکھے اور منگل کو پیر کے مقابلے میں 2/5 گنا زیادہ مضامین لکھے۔ بدھ کو، اس نے منگل کے مقابلے میں دوگنا مضامین لکھے۔ ان تین دنوں میں مضامین لکھنے پر صرف ہونے والے کل گھنٹوں کا حساب لگائیں۔,104,"ہمیں پہلے ہر دن کے لکھے گئے مضامین کی تعداد پر غور کرنا ہوگا، پھر ہر مضامین کے لکھنے میں لگنے والے وقت کا حساب لگائیں۔

### 1. **پیر کو**  
- لکھے گئے مضامین کی تعداد = **5**  
- ہر مضامین کے لکھنے میں لگنے والے وقت = **4 گھنٹے**  
- **کل وقت = 5 × 4 = 20 گھنٹے**

---

### 2. **منگل کو**  
- منگل کے مقابلے پیر کے مقابلے میں **2/5 گنا زیادہ** مضامین لکھے گئے۔  
- پیر کے 5 مضامین کے 2/5 گنا =  
  $$
  5 × \frac{2}{5} = 2
  $$
- **منگل کے لکھے گئے مضامین = 5 + 2 = 7**  
- **کل وقت = 7 × 4 = 28 گھنٹے**

---

### 3. **بدھ کو**  
- **بدھ کے مقابلے میں منگل کے مقابلے میں دوگنا** مضامین لکھے گئے۔  
- منگل کے 7 مضامین کے دوگنا =  
  $$
  7 × 2 = 14
  $$
- **بدھ کے لکھے گئے مضامین = 14**  
- **کل وقت = 14 × 4 = 56 گھنٹے**

---

### ✅ کل گھنٹوں کا حساب  
$$
20 + 28 + 56 = 104 \text{ گھنٹے}
$$

---

### ✅ **جواب: 104 گھنٹے**",True
46,کینڈیس نے کافی شاپ میں اپنی نوکری پر جانے سے پہلے اپنے پرس میں 80 پوسٹ-اٹ نوٹس رکھے۔ راستے میں، وہ ایک دکان پر رکی اور پوسٹ-اٹ نوٹس کا ایک پیکٹ خریدا۔ کام پر، اس نے 220 مختلف کافی کے کپوں میں سے ہر ایک پر ایک پوسٹ-اٹ نوٹ لگایا۔ اگر اس کے پاس مجموعی طور پر 23 پوسٹ-اٹ نوٹس باقی تھے، تو اس کے خریدے ہوئے پیکٹ میں کتنے پوسٹ-اٹ نوٹس تھے؟,163,"ہمیں یہ معلوم کرنا ہے کہ کینڈیس نے خریدے ہوئے پیکٹ میں کتنے پوسٹ-اٹ نوٹس تھے۔ ہم یہ جان کر شروع کریں گے کہ اس نے کتنے نوٹس استعمال کیے اور کتنے باقی رہ گئے۔

### دی گئی معلومات:
- کینڈیس کے پاس ابتدائی 80 پوسٹ-اٹ نوٹس تھے۔
- وہ 220 کافی کے کپوں پر ایک-ایک نوٹ لگائے۔
- آخر میں اس کے پاس مجموعی طور پر 23 پوسٹ-اٹ نوٹس باقی تھے۔

### اب ہم یہ پتہ لگائیں گے کہ اس نے کتنے نوٹس استعمال کیے:
$$
\text{استعمال کیے گئے نوٹس} = 80 - 23 = 57
$$

### اس کے بعد ہم یہ پتہ لگائیں گے کہ خریدے ہوئے پیکٹ میں کتنے نوٹس تھے:
$$
\text{خریدے ہوئے نوٹس} = \text{استعمال کیے گئے نوٹس} = 57
$$

### ✅ اس لیے، کینڈیس نے خریدے ہوئے پیکٹ میں **57 پوسٹ-اٹ نوٹس** تھے۔

**جواب: 57**",False
47,جان نیلی ٹائیوں کے مقابلے میں دگنی سرخ ٹائیاں خریدتا ہے۔ سرخ ٹائیوں کی قیمت نیلی ٹائیوں سے 50 فیصد زیادہ ہے۔ اس نے نیلی ٹائیوں پر 200 ڈالر خرچ کیے جن کی قیمت 40 ڈالر فی ٹائی تھی۔ اس نے ٹائیوں پر کل کتنا خرچ کیا؟,800,"ہمیں پتہ ہے کہ جان نیلی ٹائیوں پر 200 ڈالر خرچ کیے، اور نیلی ٹائیوں کی قیمت 40 ڈالر فی ٹائی ہے۔

### 1. نیلی ٹائیوں کی تعداد:
$$
\text{تعداد} = \frac{200}{40} = 5
$$

### 2. سرخ ٹائیوں کی قیمت:
سرخ ٹائیوں کی قیمت نیلی ٹائیوں سے **50% زیادہ** ہے۔  
$$
\text{سرخ ٹائی کی قیمت} = 40 + (50\% \times 40) = 40 + 20 = 60 \text{ ڈالر}
$$

### 3. جان نیلی ٹائیوں کے مقابلے میں دگنی سرخ ٹائیاں خریدتا ہے:
$$
\text{سرخ ٹائیوں کی تعداد} = 2 \times 5 = 10
$$

### 4. سرخ ٹائیوں پر خرچ:
$$
\text{سرخ ٹائیوں پر خرچ} = 10 \times 60 = 600 \text{ ڈالر}
$$

### 5. کل خرچ:
$$
\text{کل خرچ} = 200 + 600 = \boxed{800} \text{ ڈالر}
$$

✅ **جواب: 800 ڈالر**",True
48,ٹریسی نے باغ میں ٹماٹر کے پودوں کو سہارا دینے کے لیے 4 فٹ لمبی تار استعمال کی۔ اس تار کو 6 انچ لمبے ٹکڑوں میں کاٹا گیا۔ اسے کل کتنے ٹکڑے حاصل ہوئے؟,8,"ٹریسی نے 4 فٹ لمبی تار استعمال کی ہے۔  
ہمیں یہ جاننا ہے کہ اس تار کو کتنے 6 انچ لمبے ٹکڑوں میں کاٹا جا سکتا ہے۔

### اب ہم یہ چیک کریں گے کہ 4 فٹ میں کتنے 6 انچ ہوتے ہیں۔

- 1 فٹ = 12 انچ  
- 4 فٹ = 4 × 12 = **48 انچ**

اب ہم 48 انچ کو 6 انچ کے ٹکڑوں میں تقسیم کریں گے:

$$
\frac{48}{6} = 8
$$

### اس طرح، ٹریسی کو کل **8 ٹکڑے** حاصل ہوئے۔

✅ **جواب: 8**",True
49,رچرڈ ایک 15 منزلہ عمارت میں رہتا ہے جس کی ہر منزل پر 8 یونٹس ہیں۔ عمارت کا تین چوتھائی (3/4) حصہ آباد ہے۔ عمارت میں کل کتنے یونٹس خالی ہیں؟,30,"ہمیں عمارت میں کل خالی یونٹس کی تعداد پتہ لگانا ہے۔ چلیے ہم اسے قدم بدم کر کے حل کریں۔

### 1. عمارت میں کل کتنی منزلیں ہیں؟
> 15 منزلیں

### 2. ہر منزل پر کتنے یونٹس ہیں؟
> 8 یونٹس

### 3. عمارت میں کل کتنے یونٹس ہیں؟
$$
15 \text{ منزل} \times 8 \text{ یونٹس} = 120 \text{ یونٹس}
$$

### 4. عمارت کا تین چوتھائی حصہ آباد ہے، یعنی کتنے یونٹس آباد ہیں؟
$$
\frac{3}{4} \times 120 = 90 \text{ یونٹس}
$$

### 5. خالی یونٹس کتنے ہیں؟
$$
120 - 90 = 30 \text{ یونٹس}
$$

---

### ✅ **جواب: 30 یونٹس خالی ہیں**",True
50,لائیڈ کا انڈوں کا ایک فارم ہے۔ اس کی مرغیاں روزانہ 252 انڈے دیتی ہیں، جنہیں وہ 2 ڈالر فی درجن کے حساب سے بیچتا ہے۔ لائیڈ ایک ہفتے میں انڈوں سے کتنی کمائی کرتا ہے؟,294,"لائیڈ کی مرغیاں روزانہ 252 انڈے دیتی ہیں۔

ہفتے میں انڈوں کی کل تعداد = 252 × 7 = **1764 انڈے**

ہر درجن (12 انڈے) کی قیمت = 2 ڈالر

ہفتے میں درجن کی تعداد = 1764 ÷ 12 = **147 درجن**

کل کمائی = 147 × 2 = **294 ڈالر**

### ✅ جواب: لائیڈ ایک ہفتے میں **294 ڈالر** کمائی کرتا ہے۔",False
51,ٹام کی کشتی 10 میل فی گھنٹہ کی رفتار سے سفر کر سکتی ہے۔ وہ دوپہر 1 بجے سے شام 4 بجے تک سفر کرتا ہے۔ پھر وہ 6 میل فی گھنٹہ کی رفتار سے واپس آتا ہے۔ اسے واپس آنے میں کتنا وقت لگے گا؟,5,"ہمیں ٹام کے سفر کے دو حصوں کے بارے میں معلوم ہے:

1. **جاتے ہوئے سفر:**
   - رفتار = 10 میل فی گھنٹہ
   - وقت = دوپہر 1 بجے سے شام 4 بجے تک = 3 گھنٹے
   - اس لیے، سفر کی گئی مجموعی مسافت =  
     $$
     \text{مسافت} = \text{رفتار} \times \text{وقت} = 10 \times 3 = 30 \text{ میل}
     $$

2. **واپسی سفر:**
   - رفتار = 6 میل فی گھنٹہ
   - مسافت = 30 میل (کیونکہ واپسی میں بھی ہی مسافت ہے)
   - وقت =  
     $$
     \text{وقت} = \frac{\text{مسافت}}{\text{رفتار}} = \frac{30}{6} = 5 \text{ گھنٹے}
     $$

### ✅ **جواب:**
ٹام کو واپس آنے میں **5 گھنٹے** لگیں گے۔",True
52,یوریا کا بستہ اس کے لیے بہت بھاری ہو گیا ہے۔ اسے اس میں سے 15 پاؤنڈ وزن کم کرنے کی ضرورت ہے۔ اس کی ہر کامک بک کا وزن 1/4 پاؤنڈ اور ہر کھلونے کا وزن 1/2 پاؤنڈ ہے۔ اگر وہ 30 کامک بکس نکال دے، تو اسے کتنے کھلونے نکالنے پڑیں گے؟,15,"ہمیں یہ پتہ ہے کہ یوریا کو **15 پاؤنڈ وزن کم کرنا ہے**۔  
ہر **کامک بک** کا وزن **1/4 پاؤنڈ** ہے، اور ہر **کھلونے** کا وزن **1/2 پاؤنڈ** ہے۔  
اگر وہ **30 کامک بکس** نکال دے، تو اسے **کتنے کھلونے نکالنے پڑیں گے**؟

---

### 1. **کامک بکس سے کم کیا گیا وزن:**

$$
30 \text{ کامک بک} \times \frac{1}{4} \text{ پاؤنڈ} = \frac{30}{4} = 7.5 \text{ پاؤنڈ}
$$

---

### 2. **کھلونے سے کم کیا گیا وزن:**

ہمیں **15 پاؤنڈ** کم کرنا ہے، اور ہم نے **7.5 پاؤنڈ** کامک بکس سے کم کر دیا،  
تو باقی کم کرنا ہے:

$$
15 - 7.5 = 7.5 \text{ پاؤنڈ}
$$

---

### 3. **کھلونے کی تعداد:**

ہر کھلونے کا وزن **1/2 پاؤنڈ** ہے،  
تو کتنے کھلونے 7.5 پاؤنڈ کم کریں گے؟

$$
\frac{7.5}{\frac{1}{2}} = 7.5 \times 2 = 15
$$

---

### ✅ **جواب:**

$$
\boxed{15}
$$

یوریا کو **15 کھلونے** نکالنا پڑیں گے۔",True
53,ایک مکینک ٹرکوں اور کاروں کے ٹائروں کی مرمت کے لیے مختلف قیمتیں وصول کرتا ہے۔ وہ ٹرک کے ہر ٹائر کی مرمت کے 60 ڈالر اور کار کے ہر ٹائر کی مرمت کے 40 ڈالر لیتا ہے۔ جمعرات کو، اس نے 6 ٹرکوں کے ٹائر اور 4 کاروں کے ٹائر مرمت کیے۔ جمعہ کو، اس نے 12 کاروں کے ٹائر مرمت کیے اور ٹرک کا کوئی ٹائر مرمت نہیں کیا۔ جس دن زیادہ آمدنی ہوئی، اس دن مکینک نے دوسرے دن کے مقابلے میں کتنی زیادہ کمائی کی؟,40,"ہمیں پتا ہے کہ مکینک ٹرکوں اور کاروں کے ٹائر مرمت کے لیے مختلف قیمتیں وصول کرتا ہے:

- **ٹرک کے ہر ٹائر کی مرمت کی قیمت = 60 ڈالر**
- **کار کے ہر ٹائر کی مرمت کی قیمت = 40 ڈالر**

### جمعرات کو:
- 6 ٹرکوں کے ٹائر مرمت کیے گئے، ہر ٹرک کے 4 ٹائر ہوتے ہیں۔
- اس لیے ٹرکوں کے ٹائر کی کل تعداد = 6 × 4 = **24 ٹائر**
- ٹرک کے ٹائر سے کمائی = 24 × 60 = **1440 ڈالر**

- 4 کاروں کے ٹائر مرمت کیے گئے، ہر کار کے 4 ٹائر ہوتے ہیں۔
- اس لیے کاروں کے ٹائر کی کل تعداد = 4 × 4 = **16 ٹائر**
- کار کے ٹائر سے کمائی = 16 × 40 = **640 ڈالر**

- **جمعرات کی کل آمدنی = 1440 + 640 = 2080 ڈالر**

---

### جمعہ کو:
- 12 کاروں کے ٹائر مرمت کیے گئے
- ہر کار کے 4 ٹائر ہوتے ہیں
- اس لیے کاروں کے ٹائر کی کل تعداد = 12 × 4 = **48 ٹائر**
- کار کے ٹائر سے کمائی = 48 × 40 = **1920 ڈالر**

- **جمعہ کی کل آمدنی = 1920 ڈالر**

---

### مقارنہ:
- **جمعرات کی آمدنی = 2080 ڈالر**
- **جمعہ کی آمدنی = 1920 ڈالر**

- **جمعرات کو زیادہ آمدنی ہوئی۔**
- **جمعرات کو دوسرے دن (جمعہ) کے مقابلے میں زیادہ کمائی = 2080 - 1920 = 160 ڈالر**

---

✅ **جواب: 160 ڈالر**",False
54,ڈاؤٹ فائر بہنیں جانوروں کی ایک مقامی پناہ گاہ سے بلی کے 7 بچے گود لے کر گھر آ رہی تھیں، جب ان کی والدہ نے فون کر کے بتایا کہ ان کی گھر کی دو بلیوں نے بھی بچے دے دیے ہیں۔ وہ بتاتی ہیں کہ پہلی بلی، پیچی نے، گود لیے گئے بچوں کی تعداد سے تین گنا بچے دیے ہیں، جبکہ دوسری بلی، ٹرکسی نے 12 بچے دیے ہیں۔ اب ڈاؤٹ فائر خاندان کے پاس کُل کتنے بلی کے بچے ہیں؟,40,"ہمیں پتہ ہے کہ ڈاؤٹ فائر بہنیں نے ایک بلی کے 7 بچے گود لے کر گھر لے آئیں۔  
پھر ان کی والدہ نے بتایا کہ ان کی گھر کی دو بلیوں نے بھی بچے دے دیے ہیں۔

- پہلی بلی (پیچی) نے 7 بچوں کی تعداد سے تین گنا بچے دیے ہیں، یعنی:  
  $ 7 \times 3 = 21 $ بچے

- دوسری بلی (ٹرکسی) نے 12 بچے دیے ہیں

اب ہم تمام بچوں کی تعداد جمع کر لیں:  
- 7 (ڈاؤٹ فائر بہنیں کی بلی کے بچے)  
- 21 (پیچی کے بچے)  
- 12 (ٹرکسی کے بچے)

$$
7 + 21 + 12 = 40
$$

### ✅ جواب: ڈاؤٹ فائر خاندان کے پاس کل 40 بلی کے بچے ہیں۔",True
55,جین کے پاس 30 لالی پاپس ہیں۔ جین نے 2 لالی پاپس کھا لیے۔ باقی لالی پاپس کے ساتھ، جین ہر بیگ میں 2 لالی پاپس پیک کرنا چاہتا ہے۔ جین کتنے بیگ بھر سکتا ہے؟,14,"جین کے پاس 30 لالی پاپس ہیں۔  
وہ 2 لالی پاپس کھا لیے۔  
باقی لالی پاپس = $30 - 2 = 28$

اب جین ہر بیگ میں 2 لالی پاپس پیک کرنا چاہتی ہے۔  
تو بیگ کی تعداد = $ \frac{28}{2} = 14 $

**جواب: 14 بیگ**",True
56,پیٹر اس ہفتے فلم دیکھنے جانے کا منصوبہ بنا رہا ہے۔ وہ ہمیشہ 7 ڈالر کا ٹکٹ اور 7 ڈالر کے پاپ کارن لیتا ہے۔ اگر اس کے پاس ہفتے کے لیے 42 ڈالر ہیں، تو وہ کتنی بار فلم دیکھنے جا سکتا ہے؟,3,"پیٹر ہر بار فلم دیکھنے کے لیے 7 ڈالر کا ٹکٹ اور 7 ڈالر کا پاپ کارن لیتا ہے۔  
اس لیے، ایک بار فلم دیکھنے کے لیے کل خرچ ہوتا ہے:

$$
7 + 7 = 14 \, \text{ڈالر}
$$

اگر اس کے پاس 42 ڈالر ہیں تو وہ ہفتے کے لیے کتنی بار فلم دیکھنے جا سکتا ہے؟

$$
\frac{42}{14} = 3
$$

**جواب: پیٹر 3 بار فلم دیکھنے جا سکتا ہے** ✅",True
57,لکڑی کا ایک پُل زیادہ سے زیادہ 5000 پاؤنڈ وزن برداشت کر سکتا ہے۔ اس پُل پر سے ایک ڈلیوری ٹرک گزرے گا جس میں ایک جیسے ڈبے لدے ہوئے ہیں، اور ہر ڈبے کا وزن 15 پاؤنڈ ہے۔ ڈرائیور اور خالی ٹرک کا ملا کر وزن 3755 پاؤنڈ ہے۔ پُل کی وزن کی حد سے تجاوز کیے بغیر ٹرک پر زیادہ سے زیادہ کتنے ڈبے لادے جا سکتے ہیں؟,83,"ہمیں پتہ ہے کہ:

- پُل کی مجازی وزن کی حد: **5000 پاؤنڈ**
- خالی ٹرک کا وزن: **3755 پاؤنڈ**
- ہر ڈبے کا وزن: **15 پاؤنڈ**

ہمیں پوچھا جا رہا ہے کہ **پُل کی وزن کی حد سے تجاوز کیے بغیر ٹرک پر زیادہ سے زیادہ کتنے ڈبے لادے جا سکتے ہیں**؟

### قدم 1: ٹرک کے خالی وزن سے پُل کی مجازی حد میں باقی وزن پتہ کریں

$$
\text{باقی وزن} = 5000 - 3755 = 1245 \text{ پاؤنڈ}
$$

### قدم 2: ہر ڈبے کا وزن 15 پاؤنڈ ہے، اس لیے 1245 پاؤنڈ میں کتنے ڈبے لادے جا سکتے ہیں؟

$$
\text{ڈبے کی تعداد} = \left\lfloor \frac{1245}{15} \right\rfloor = \left\lfloor 83 \right\rfloor = 83
$$

### ✅ جواب:
**83 ڈبے** لادے جا سکتے ہیں۔",True
58,اسٹیفن نے گروسری کا آن لائن آرڈر کیا۔ اس کا کل بل 40.00 ڈالر بنا۔ چونکہ یہ ڈیلیوری ایک وینڈر کے ذریعے کی گئی تھی، اس لیے انہوں نے اس کے کل بل پر 25 فیصد فیس اور 3.00 ڈالر ڈیلیوری چارجز لگائے۔ اسٹیفن نے 4.00 ڈالر کی ٹپ بھی دی۔ ان اضافی چارجز کے بعد، اسٹیفن کے سودے کی کل قیمت کیا تھی؟,57,"ہمیں یہ پتہ چلے گا کہ اسٹیفن کے سودے کی کل قیمت کیا تھی، جبکہ اس کے اصل بل میں 40.00 ڈالر تھا، اور اس کے بعد چارجز اور ٹپ شامل کی گئیں۔

### 1. اصل بل:  
**40.00 ڈالر**

### 2. ڈیلیوری فیس (25%):  
25% اف 40.00 =  
$$
0.25 \times 40.00 = 10.00 \, \text{ڈالر}
$$

### 3. ڈیلیوری چارجز:  
**3.00 ڈالر**

### 4. ٹپ:  
**4.00 ڈالر**

### 5. کل اضافی چارجز:  
$$
10.00 + 3.00 + 4.00 = 17.00 \, \text{ڈالر}
$$

### 6. کل قیمت (اصل بل + اضافی چارجز):  
$$
40.00 + 17.00 = \boxed{57.00} \, \text{ڈالر}
$$

### ✅ جواب:  
**57.00 ڈالر**",True
59,ایک رس بھری کی جھاڑی میں 20 پھلوں کے 6 گچھے ہیں اور 67 انفرادی پھل جھاڑی پر بکھرے ہوئے ہیں۔ کل ملا کر کتنی رس بھریاں ہیں؟,187,"ہمیں یہ معلوم کرنا ہے کہ کل کتنی رس بھریاں ہیں۔

### دی گئی معلومات:
- **6 گچھے** ہیں، ہر گچھے میں **20 پھلوں** ہیں۔  
- **67 انفرادی پھل** جھاڑی پر بکھرے ہوئے ہیں۔

---

### 1. گچھوں سے پھلوں کی کل تعداد:
$$
6 \text{ گچھے} \times 20 \text{ پھل } = 120 \text{ پھل}
$$

### 2. بکھرے ہوئے پھل:
$$
67 \text{ پھل}
$$

### 3. کل پھلوں کی تعداد:
$$
120 + 67 = 187 \text{ پھل}
$$

### 4. ہر رس بھری میں 1 پھل ہوتا ہے، تو:
$$
187 \text{ رس بھریاں}
$$

---

### ✅ **جواب: 187 رس بھریاں**",True
