question,answer,response,is_correct
علینہ نے ایک اسٹریمنگ سروس کی سبسکرپشن لی جو اس سے ماہانہ 140 ڈالر وصول کرتی ہے۔ اگر اسٹریمنگ کمپنی نے سال کے پہلے چھ مہینوں کے لیے اس سے یہی ابتدائی رقم وصول کی اور پھر سال کے باقی چھ مہینوں میں 10 فیصد کم رقم وصول کی، تو حساب لگائیں کہ سال کے آخر تک اس نے اسٹریمنگ سروس کے لیے کل کتنی رقم ادا کی۔,1596,"

سال کے پہلے چھ مہینوں کے لیے، اسٹریمنگ سروس نے ایک مہینے میں 140 ڈالر کی ابتدائی رقم وصول کی، جسے چھ مہینوں میں 140 × 6 = 840 ڈالر کے طور پر حساب کیا جا سکتا ہے۔

سال کے باقی چھ مہینوں کے لیے، اسٹریمنگ سروس نے 10 فیصد کم رقم وصول کی، جسے 140 ڈالر کے 90% یا 140 − (10% × 140) = 126 ڈالر کے طور پر حساب کیا جا سکتا ہے۔ چھ مہینوں کے لیے، 126 × 6 = 756 ڈالر کی رقم وصول کی گئی۔

سال کے آخر تک، اس نے اسٹریمنگ سروس کے لیے کل کی رقم 840 ڈالر (پہلے چھ مہینے) + 756 ڈالر (باقی چھ مہینے) = 1596 ڈالر ادا کی۔

**جواب:** 1596 ڈالر",True
صوفیہ اپنی گاڑی میں ایک لمبے سفر پر جانے کا سوچ رہی ہے، اور وہ یہ جاننا چاہتی ہے کہ وہ گیس کی ایک بھری ہوئی ٹینکی میں کتنا فاصلہ طے کر سکتی ہے۔ اس نے پچھلی بار ٹینکی بھروانے کے بعد 100 میل کا سفر کیا، اور اسے دوبارہ بھرنے کے لیے 4 گیلن گیس کی ضرورت پڑی۔ اس کی گاڑی کے مینول کے مطابق، اس کی ٹینکی میں 12 گیلن گیس آتی ہے۔ صوفیہ گیس کی ایک بھری ہوئی ٹینکی میں کتنے میل کا سفر کر سکتی ہے؟,300,"

صوفیہ کی گاڑی 4 گیلن گیس سے 100 میل کا سفر کرتی ہے، جس سے یہ بنتا ہے کہ اس کی گاڑی 25 میل فی گیلن کی اوسط کارکردگی رکھتی ہے (100 میل ÷ 4 گیلن = 25 میل فی گیلن)۔ اگر گاڑی کی ٹینکی میں 12 گیلن گیس آتی ہے، تو صوفیہ گیس کی ایک بھری ہوئی ٹینکی میں 25 میل فی گیلن × 12 گیلن = 300 میل کا سفر کر سکتی ہے۔

**جواب:** صوفیہ گیس کی ایک بھری ہوئی ٹینکی میں 300 میل کا سفر کر سکتی ہے۔",True
جم 2 گھنٹے ٹی وی دیکھتا ہے اور پھر آدھے وقت کے لیے پڑھتا ہے۔ وہ یہ ہفتے میں 3 بار کرتا ہے۔ 4 ہفتوں میں وہ ٹی وی دیکھنے اور پڑھنے میں کل کتنے گھنٹے گزارتا ہے؟,36,"

مسئلہ کو حل کرنے کے لیے، ہمیں گھنٹوں کی تعداد کا حساب لگانا ہوگا جو جم 4 ہفتوں میں ٹی وی دیکھنے اور پڑھنے میں گزارتا ہے۔

### 1. ٹی وی دیکھنے کا وقت
جم ہر ہفتے میں 3 بار ٹی وی دیکھتا ہے اور ہر بار 2 گھنٹے دیکھتا ہے۔  
$$
2 \text{ گھنٹے} \times 3 \text{ بار} = 6 \text{ گھنٹے}
$$  
چونکہ یہ 4 ہفتوں تک جاری رہتا ہے،  
$$
6 \text{ گھنٹے} \times 4 \text{ ہفتے} = 24 \text{ گھنٹے}
$$

### 2. پڑھنے کا وقت
جم ہر ہفتے میں ہفتے کے آدھے وقت تک پڑھتا ہے، جس کا مطلب ہے کہ ہر ہفتے میں 7 گھنٹے کا آدھا وقت 3.5 گھنٹے ہے۔  
$$
3.5 \text{ گھنٹے} \times 4 \text{ ہفتے} = 14 \text{ گھنٹے}
$$

### 3. کل وقت
ٹی وی دیکھنے اور پڑھنے میں گزرنے والے گھنٹوں کی کل تعداد،  
$$
24 \text{ گھنٹے} + 14 \text{ گھنٹے} = 38 \text{ گھنٹے}
$$

### ✅ جواب
$$
\boxed{38}
$$",False
ایک باسکٹ بال ٹورنامنٹ میں چار اسکول حصہ لے رہے ہیں۔ ہر اسکول نے لڑکیوں اور لڑکوں کی ایک ایک ٹیم بھیجی ہے اور ہر ٹیم میں 5 کھلاڑی ہیں۔ ہر اسکول نے ہر ٹیم کے لیے ایک کوچ بھی بھیجا ہے۔ کُل ملا کر تمام اسکولوں نے کتنے لوگ بھیجے ہیں؟,48,"

ایک باسکٹ بال ٹورنامنٹ میں چار اسکول حصہ لے رہے ہیں۔ ہر اسکول نے لڑکیوں اور لڑکوں کی ایک ایک ٹیم بھیجی ہے اور ہر ٹیم میں 5 کھلاڑی ہیں۔ ہر ٹیم کے لیے ایک کوچ بھی بھیجا ہے۔

ہر اسکول کے لیے کل کھلاڑیوں کی تعداد = 5 (لڑکیوں کی ٹیم) + 5 (لڑکوں کی ٹیم) = 10  
ہر اسکول کے لیے کل کوچوں کی تعداد = 1 (لڑکیوں کی ٹیم کے لیے) + 1 (لڑکوں کی ٹیم کے لیے) = 2  
ہر اسکول کے لیے کل افراد = 10 (کھلاڑی) + 2 (کوچ) = 12

چار اسکولوں کے لیے کل افراد = 12 (ہر اسکول) × 4 (اسکول) = 48

ایک باسکٹ بال ٹورنامنٹ میں چار اسکولوں نے کل 48 افراد بھیجے ہیں۔

$$
\boxed{48}
$$",True
ایک خزانہ تلاش کرنے والے کو جواہرات سے بھرا ہوا ایک دفن شدہ صندوق ملا۔ اس میں 175 ہیرے، ہیروں کے مقابلے 35 کم یاقوت، اور یاقوتوں کی تعداد سے دوگنے زمرد تھے۔ صندوق میں کل کتنے جواہرات تھے؟,595,"

خزانے کو تلاش کرنے والے نے درج ذیل جواہرات تلاش کیے:

1. **ہیرے** کی تعداد = 175  
2. **یاقوت** کی تعداد = ہیرے کی تعداد سے 35 کم = $175 - 35 = 140$  
3. **زمرد** کی تعداد = یاقوتوں کی تعداد کا دوگنا = $140 \times 2 = 280$

**کل جواہرات کی تعداد** = ہیرے + یاقوت + زمرد  
$$
175 + 140 + 280 = 595
$$

**جواب:** صندوق میں کل 595 جواہرات تھے۔",True
ڈاکٹر ورٹز کے اسکول میں لڑکوں کی تعداد لڑکیوں سے دوگنا ہے۔ اگر وہاں 60 لڑکیاں ہیں اور ہر 5 طلباء کے لیے ایک استاد ہے، تو اساتذہ کی کل تعداد کتنی ہے؟,36,"

ڈاکٹر ورٹز کے اسکول میں لڑکیوں کی تعداد 60 ہے، جبکہ لڑکوں کی تعداد لڑکیوں سے دو گنا ہے۔ چونکہ لڑکیوں کی تعداد 60 ہے، اس لیے لڑکوں کی تعداد $ 60 \times 2 = 120 $ ہے۔

اسکول میں طلباء کی کل تعداد لڑکوں اور لڑکیوں کی تعداد کا مجموعہ ہے، جس کا حساب یوں ہو گا:
$$
120 + 60 = 180
$$

اب ہم اساتذہ کی تعداد کا پتہ لگاتے ہیں۔ ہر 5 طلباء کے لیے ایک استاد ہے، لہذا استادوں کی کل تعداد یوں ہو گی:
$$
180 \div 5 = 36
$$

### جواب:
$$
\boxed{36}
$$",True
بیلی ایک مخصوص رقم کے ساتھ شروع کرتی ہے۔ پھر اسے 8 ہفتوں کے لیے ہر ہفتے 5 ڈالر کا الاؤنس ملتا ہے۔ 8 ہفتوں کے اختتام پر، اگر اس کے پاس کل 100 ڈالر ہیں، تو بیلی نے کتنی رقم سے شروعات کی؟,60,"

بیلی نے 8 ہفتوں کے لیے ہر ہفتے 5 ڈالر کا الاؤنس ملتا ہے۔ اس کے 8 ہفتوں کے اختتام پر، اس کے پاس کل 100 ڈالر ہیں۔ ہمیں یہ پتہ چلنا ہے کہ بیلی نے کتنی رقم سے شروعات کی۔

اگر بیلی نے 8 ہفتوں کے لیے ہر ہفتے 5 ڈالر کا الاؤنس ملتا ہے، تو اس کے پاس کل 8 × 5 = 40 ڈالر کا الاؤنس ہوگا۔ اس کے بعد، اس کے پاس کل 100 ڈالر ہیں۔ چونکہ 100 ڈالر اس کے پاس کی کل رقم ہے، اس لیے اس کے پاس کی اصل رقم 100 - 40 = 60 ڈالر ہوگی۔

جواب: بیلی نے 60 ڈالر سے شروعات کی۔",True
جُوڈی ہفتے کے دنوں میں روزانہ 5 ڈانس کلاسیں اور ہفتے کو 8 کلاسیں سکھاتی ہے۔ اگر ہر کلاس میں 15 طالب علم ہوں اور وہ فی طالب علم 15 ڈالر فیس لیتی ہے، تو وہ ایک ہفتے میں کتنے پیسے کماتی ہے؟,7425,"

جُوڈی ہفتے کے دنوں میں روزانہ 5 ڈانس کلاسیں اور ہفتے کو 8 کلاسیں سکھاتی ہے۔ اس سے ہمیں ہفتے میں کل کلاسیں کی تعداد یوں نکلتی ہے:  
$$
(5 \text{ کلاسیں/ہفتے کے دن} \times 5 \text{ دن}) + 8 \text{ کلاسیں} = 25 + 8 = 33 \text{ کلاسیں}
$$

ہر کلاس میں 15 طالب علم ہوتے ہیں، اس لیے ہفتے میں کل طالب علموں کی تعداد یوں نکلتی ہے:  
$$
33 \text{ کلاسیں} \times 15 \text{ طالب علم/کلاس} = 495 \text{ طالب علم}
$$

ہر طالب علم کو فیس 15 ڈالر لیتی ہے، اس لیے ہفتے میں کل کمائی یوں نکلتی ہے:  
$$
495 \text{ طالب علم} \times 15 \text{ ڈالر/طالب علم} = 7,425 \text{ ڈالر}
$$

### جواب:
$$
\boxed{7425}
$$",True
کیلیان کے پاس پکوان تیار کرنے کے لیے دو ترکیبیں ہیں، ایک میں 20 ہدایات ہیں اور دوسری میں پہلی کے دوگنا ہدایات ہیں۔ دونوں پکوان تیار کرنے کے لیے کیلیان کو کُل کتنی ہدایات پڑھنی ہوں گی؟,60,"

کیلیان کے پاس دو ترکیبیں ہیں:  
- پہلی ترکیب میں 20 ہدایات ہیں۔  
- دوسری ترکیب میں پہلی ترکیب کے دو گنا ہدایات ہیں، جسے یوں نکالا جا سکتا ہے:  
  $$
  20 \times 2 = 40
  $$

دونوں ترکیبیں تیار کرنے کے لیے کیلیان کو کل ہدایات کا مجموعہ نکالنا ہے:  
$$
20 + 40 = 60
$$

**جواب:** کیلیان کو دونوں ترکیبیں تیار کرنے کے لیے کل 60 ہدایات پڑھنی ہوں گی۔",True
ٹامی اپنی خیراتی ادارے کے لیے 3 ڈالر فی سلائس براؤنیز اور 4 ڈالر فی سلائس چیز کیک بیچ کر فنڈ ریزنگ کر رہا ہے۔ اگر ٹامی 43 براؤنیز اور 23 سلائس چیز کیک فروخت کرتا ہے، تو وہ کُل کتنی رقم جمع کرے گا؟,221,"

ٹامی کی طرف سے فروخت ہونے والے ڈالر کی کل رقم کا تعین کریں۔

ڈالر کی کل رقم = (براؤنیز کی تعداد × براؤنیز کی قیمت) + (چیز کیک کی تعداد × چیز کیک کی قیمت)

ڈالر کی کل رقم = (43 × $3) + (23 × $4)

ڈالر کی کل رقم = $129 + $92

ڈالر کی کل رقم = $221

ٹامی کی طرف سے فروخت ہونے والے ڈالر کی کل رقم $221 ہے۔

**جواب: $221**",True
شیلا نے 150 ڈالر فی فون کی قیمت پر پانچ موبائل فون 3 ماہ کی اقساط پر خریدے۔ ہر فون پر 2 فیصد سود وصول کیا جائے گا۔ شیلا کو 3 مہینوں تک ہر ماہ کتنی رقم ادا کرنی ہوگی؟,255,"

شیلا نے 5 موبائل فون 150 ڈالر کی قیمت پر خریدے، جو کل قیمت 750 ڈالر ہے۔ ہر فون پر 2 فیصد سود وصول کیا جائے گا، جس کا مطلب ہے ہر فون کی قیمت 153 ڈالر ہوگی۔ 5 فونوں کی کل قیمت 765 ڈالر ہوگی۔

شیلا کو 3 مہینوں میں برابر ادا کرنے کی ضرورت ہے، لہٰذا کل قیمت 765 ڈالر کو 3 مہینوں میں تقسیم کر کے ہر مہینے 255 ڈالر ادا کرے گی۔

$$
\text{کل قیمت} = 5 \times 150 = 750 \text{ ڈالر}
$$
$$
\text{ہر فون پر سود} = 150 \times 0.02 = 3 \text{ ڈالر}
$$
$$
\text{ہر فون کی کل قیمت} = 150 + 3 = 153 \text{ ڈالر}
$$
$$
\text{5 فونوں کی کل قیمت} = 5 \times 153 = 765 \text{ ڈالر}
$$
$$
\text{ہر مہینے ادا کرنے کی مقدار} = \frac{765}{3} = 255 \text{ ڈالر}
$$

شیلا کو ہر ماہ 255 ڈالر ادا کرنی ہوگی۔ اس لیے، جواب ہے \boxed{255} ڈالر۔",True
آرٹی کا فارمرز مارکیٹ میں پھولوں کا ایک اسٹال ہے۔ وہ تین قسم کے پھول بیچتا ہے: گیندا، پٹونیا اور بیگونیا۔ وہ عام طور پر گیندے کا گملہ 2.74 ڈالر، پٹونیا کا 1.87 ڈالر، اور بیگونیا کا 2.12 ڈالر میں فروخت کرتا ہے۔ آج آرٹی کے پاس کھلے پیسے نہیں ہیں، اس لیے اس نے اپنی تمام قیمتوں کو قریبی ڈالر تک راؤنڈ کرنے کا فیصلہ کیا ہے۔ اگر آرٹی گيندے کے 12، پٹونیا کے 9، اور بیگونیا کے 17 گملے فروخت کرتا ہے، تو وہ کُل کتنی رقم کمائے گا؟,88,"

آرٹی نے اپنے تمام پھولوں کے گملوں کی قیمتوں کو قریبی ڈالر تک راؤنڈ کر دیا ہے۔ گیندے کے گملے کی قیمت $2.74 سے $3 ہو جاتی ہے، پٹونیا کے گملے کی قیمت $1.87 سے $2 ہو جاتی ہے، اور بیگونیا کے گملے کی قیمت $2.12 سے $2 ہو جاتی ہے۔ 

آرٹی نے 12 گیندے کے گملے، 9 پٹونیا کے گملے، اور 17 بیگونیا کے گملے فروخت کیے ہیں۔ ہر قسم کے گملے کی فروخت کی مالیت کا حساب یوں لگایا جاتا ہے:

- گیندے کے گملے: $3 × 12 = $36
- پٹونیا کے گملے: $2 × 9 = $18
- بیگونیا کے گملے: $2 × 17 = $34

کل مالیت کا حساب یوں ہو جاتا ہے:

$$
36 + 18 + 34 = 88
$$

چونکہ آرٹی نے تمام قیمتوں کو قریبی ڈالر تک راؤنڈ کر دیا ہے، اس لیے اس کی کل کمائی \boxed{88} ڈالر ہو گی۔",True
لوک ساحل سمندر پر ریت کے قلعے بنا رہا ہے۔ آخرکار وہ یہ نوٹ کرتا ہے کہ قلعے کی ہر سطح کا رقبہ اس سے نیچے کی سطح کے رقبے کا آدھا ہے۔ اگر وہ ایک 4 منزلہ قلعہ بناتا ہے جس کی سب سے اوپر کی سطح کا رقبہ 16 مربع فٹ ہے، تو ایک سطح کا اوسط رقبہ کیا ہوگا؟,60,"

### مسئلہ کا تجزیہ

لوک ایک چار منزلہ قلعہ تعمیر کر رہا ہے، جہاں قلعے کی ہر سطح کا رقبہ اس سے نیچے کی سطح کے رقبے کا آدھا ہے۔ سب سے اوپر کی سطح کا رقبہ 16 مربع فٹ ہے۔

ہمیں یہ پتہ چلنا ہے کہ ایک سطح کا اوسط رقبہ کیا ہوگا۔

---

### رقبے کا تحلیل

چونکہ ہر سطح کا رقبہ اس سے نیچے کی سطح کے رقبے کا آدھا ہے، چار سطحیں کا رقبہ یوں ہوگا:

1. پہلی سطح (سب سے اوپر): $ 16 $ مربع فٹ  
2. دوسری سطح: $ 16 \div 2 = 8 $ مربع فٹ  
3. تیسری سطح: $ 8 \div 2 = 4 $ مربع فٹ  
4. چوتھی سطح (سب سے نیچے): $ 4 \div 2 = 2 $ مربع فٹ

---

### کل رقبہ اور اوسط رقبہ کا حساب

کل رقبہ = $ 16 + 8 + 4 + 2 = 30 $ مربع فٹ  
کل سطحیں = 4  
سب سے اوپر کی سطح کا اوسط رقبہ = $ \frac{30}{4} = 7.5 $ مربع فٹ

---

### نتیجہ

ایک سطح کا اوسط رقبہ:  
$$
\boxed{7.5}
$$",False
سیسیلیا نے حال ہی میں ایک نیا کتا خریدا ہے۔ اس کے ویٹرنری ڈاکٹر کے مطابق، اسے پہلے 180 دنوں تک روزانہ 1 کپ کتے کا کھانا دینا ہوگا۔ پھر اسے اپنی باقی زندگی کے لیے روزانہ 2 کپ کتے کا کھانا دینا ہوگا۔ اگر ایک بیگ کتے کے کھانے میں 110 کپ ہوں، تو سیسیلیا پہلے سال میں کتنے بیگ کتے کا کھانا استعمال کرے گی؟,5,"

سیسیلیا کو پہلے 180 دنوں میں روزانہ 1 کپ کتے کا کھانا دینا ہوگا۔ یہ 180 دن کے لیے کل 180 کپ کھانا ہوگا۔ پھر 365 دنوں میں سے 180 دن باقی ہوں گے، جن میں سیسیلیا کو روزانہ 2 کپ کھانا دینا ہوگا۔ یہ 185 دن کے لیے کل 370 کپ کھانا ہوگا۔

پہلے سال میں کل استعمال ہونے والے کھانے کی مقدار:
$$
180 \text{ کپ} + 370 \text{ کپ} = 550 \text{ کپ}
$$

ہر بیگ میں 110 کپ کھانا ہوتا ہے، اس لیے استعمال ہونے والے بیگوں کی تعداد:
$$
\frac{550 \text{ کپ}}{110 \text{ کپ/بیگ}} = 5 \text{ بیگ}
$$

**جواب:** سیسیلیا پہلے سال میں 5 بیگ کتے کا کھانا استعمال کرے گی۔",False
اگر ریمونڈ سارہ کے مقابلے میں آدھی لانڈری کرتا ہے، اور سارہ ڈیوڈ سے 4 گنا زیادہ لانڈری کرتی ہے، تو اگر سارہ 400 پاؤنڈ لانڈری کرتی ہے تو ریمونڈ اور ڈیوڈ کی لانڈری کی مقدار میں فرق کا حساب لگائیں۔,100,"

### مسئلہ کا تجزیہ

دی گئی معلومات کے مطابق، ہمیں تین افراد Raymond، Sarah، اور David کی لانڈری کی مقدار کے درمیان تعلقات کا اندازہ لگانا ہے۔

1. Raymond کی لانڈری Sarah کی لانڈری کا نصف ہے:
   $$
   R = \frac{1}{2} \cdot S
   $$

2. Sarah کی لانڈری David کی لانڈری کا چار گنا ہے:
   $$
   S = 4 \cdot D
   $$

3. Sarah کی لانڈری کی مقدار 400 پاؤنڈ ہے:
   $$
   S = 400
   $$

### مقداریں نکالنا

1. Sarah کی لانڈری 400 پاؤنڈ ہے، اس لیے David کی لانڈری کی مقدار یوں نکالی جا سکتی ہے:
   $$
   D = \frac{S}{4} = \frac{400}{4} = 100
   $$

2. Raymond کی لانڈری کی مقدار یوں نکالی جا سکتی ہے:
   $$
   R = \frac{1}{2} \cdot S = \frac{1}{2} \cdot 400 = 200
   $$

### فرق کا حساب

Raymond کی لانڈری کی مقدار 200 پاؤنڈ ہے اور David کی لانڈری کی مقدار 100 پاؤنڈ ہے، اس لیے Raymond اور David کی لانڈری کی مقدار میں فرق یوں نکالا جا سکتا ہے:
$$
R - D = 200 - 100 = 100
$$

### فاصلہ

Raymond کی لانڈری کی مقدار David کی لانڈری کی مقدار سے 100 پاؤنڈ زیادہ ہے۔

### جواب
$$
\boxed{100}
$$",True
ونسنٹ 3 پھولوں کا پیکٹ 2.50$ میں یا 2 پھولوں کا پیکٹ 1$ میں خرید سکتا ہے۔ بہتر قیمت پر 18 پھول خرید کر وہ کتنی رقم بچائے گا؟,6,"

ونسنٹ 3 پھولوں کا پیکٹ 2.50$ میں یا 2 پھولوں کا پیکٹ 1$ میں خرید سکتا ہے۔ 18 پھولوں کے لیے بہتر قیمت کا تجزیہ کرتے ہوئے، ہمیں یہ معلوم کرنا ہوگا کہ کون سا پیکٹ بہتر ہے اور کتنی رقم بچائی جاسکتی ہے۔

### 1. 3 پھولوں کا پیکٹ کی قیمت:
- 3 پھولوں کا پیکٹ 2.50$ میں ہے۔
- 18 پھولوں کے لیے 6 پیکٹوں کی ضرورت ہوگی (18 ÷ 3 = 6)۔
- کل قیمت:  
  $$
  6 \times 2.50 = 15 \text{ $}
  $$

### 2. 2 پھولوں کا پیکٹ کی قیمت:
- 2 پھولوں کا پیکٹ 1$ میں ہے۔
- 18 پھولوں کے لیے 9 پیکٹوں کی ضرورت ہوگی (18 ÷ 2 = 9)۔
- کل قیمت:  
  $$
  9 \times 1 = 9 \text{ $}
  $$

### 3. بہتر قیمت کا تجزیہ:
- 2 پھولوں کا پیکٹ 1$ میں ہے، جو 18 پھولوں کے لیے کم قیمت ہے۔
- 18 پھولوں کی قیمت: 9$
- 18 پھولوں کی قیمت: 15$
- بچائی گئی رقم:  
  $$
  15 - 9 = 6 \text{ $}
  $$

### نتیجہ:
ونسنٹ 18 پھولوں کو بہتر قیمت پر خرید کر $6 بچائے گا۔

$$
\boxed{6}
$$",True
جان ایک کتا گود لیتا ہے۔ وہ اسے گرومر کے پاس لے جاتا ہے، جس کی قیمت 100 ڈالر ہے۔ نیا گاہک ہونے کی وجہ سے گرومر اسے 30 فیصد رعایت دیتا ہے۔ گرومنگ پر کتنا خرچ آئے گا؟,70,"

گرومر کے پاس جان کا گاہک ہونا ہے جس کی قیمت 100 ڈالر ہے۔ نئے گاہک ہونے کی وجہ سے گرومر اسے 30 فیصد رعایت دیتا ہے۔ یہ رعایت اصل قیمت کا 30 فیصد ہے۔

اصل قیمت:  
$$ 100 \, \text{ڈالر} $$

30 فیصد رعایت:  
$$ 100 \times 0.30 = 30 \, \text{ڈالر} $$

گرومر پر خرچ:  
$$ 100 - 30 = 70 \, \text{ڈالر} $$

**جواب:**  
گرومر پر 70 ڈالر خرچ ہوں گے۔",True
دو لڑکیوں میں سے ہر ایک کو 24 لیٹر پانی کا 1/6 حصہ ملا۔ پھر ایک لڑکے نے 6 لیٹر پانی لیا۔ کتنے لیٹر پانی باقی بچ گیا؟,10,"

### مسئلہ کا تجزیہ:

دو لڑکیوں میں سے ہر ایک کو 24 لیٹر پانی کا 1/6 حصہ ملا۔ پھر ایک لڑکے نے 6 لیٹر پانی لیا۔ کتنے لیٹر پانی باقی بچ گیا؟

### معلومات کا تجزیہ:

- کل پانی: 24 لیٹر
- ہر لڑکی کو ملا ہوا پانی: $ \frac{1}{6} \times 24 = 4 $ لیٹر
- 2 لڑکیوں کو ملا ہوا کل پانی: $ 4 \times 2 = 8 $ لیٹر
- باقی ماندہ پانی: $ 24 - 8 = 16 $ لیٹر
- ایک لڑکے نے لیا ہوا پانی: 6 لیٹر
- باقی ماندہ پانی: $ 16 - 6 = 10 $ لیٹر

### نتیجہ:

$$
\boxed{10}
$$",True
چارلی کے پاس 10 اسٹیکرز تھے۔ اس نے مال کے ایک اسٹور سے 21 اسٹیکرز خریدے اور اپنی سالگرہ پر 23 اسٹیکرز حاصل کیے۔ پھر چارلی نے اپنی بہن کو 9 اسٹیکرز دیے اور 28 اسٹیکرز ایک گریٹنگ کارڈ سجانے کے لیے استعمال کیے۔ اب چارلی کے پاس کتنے اسٹیکرز باقی ہیں؟,17,"

چارلی کے پاس ابتدائی طور پر 10 اسٹیکرز تھے۔

پھر، اس نے مال کے ایک اسٹور سے 21 اسٹیکرز خریدے، لہذا اب اس کے پاس کل 10 + 21 = 31 اسٹیکرز ہیں۔

اپنی سالگرہ پر، چارلی نے 23 اسٹیکرز حاصل کیے، لہذا اب اس کے پاس کل 31 + 23 = 54 اسٹیکرز ہیں۔

پھر، چارلی نے اپنی بہن کو 9 اسٹیکرز دیے، لہذا اب اس کے پاس کل 54 - 9 = 45 اسٹیکرز ہیں۔

چارلی نے 28 اسٹیکرز ایک گریٹنگ کارڈ سجانے کے لیے استعمال کیے، لہذا اب اس کے پاس کل 45 - 28 = 17 اسٹیکرز ہیں۔

چارلی کے پاس 17 اسٹیکرز باقی ہیں۔

**جواب: 17**",True
گریس کا وزن 125 پاؤنڈ ہے۔ ایلکس کا وزن گریس کے وزن کے 4 گنا سے 2 پاؤنڈ کم ہے۔ ان دونوں کا مجموعی وزن کتنے پاؤنڈ ہے؟,623,"

گریس کا وزن 125 پاؤنڈ ہے۔ ایلکس کا وزن گریس کے وزن کے 4 گنا سے 2 پاؤنڈ کم ہے، جو 4 × 125 - 2 = 498 پاؤنڈ ہے۔

دونوں کا مجموعی وزن گریس کے وزن اور ایلکس کے وزن کا جمع ہے:
125 + 498 = 623

اگر گریس کا وزن 125 پاؤنڈ اور ایلکس کا وزن 498 پاؤنڈ ہے تو دونوں کا مجموعی وزن 623 پاؤنڈ ہے۔

جواب: 623 پاؤنڈ",True
ڈان نے گلاب کی 3 جھاڑیاں لگائیں۔ ہر جھاڑی پر 25 گلاب ہیں۔ ہر گلاب میں 8 کانٹے ہیں۔ کل ملا کر کتنے کانٹے ہوئے؟,600,"

ڈان نے 3 جھاڑیاں لگائیں، ہر جھاڑی پر 25 گلاب ہیں اور ہر گلاب میں 8 کانٹے ہیں۔ کل کانٹوں کی تعداد یوں گنتی کی جاسکتی ہے:

1. 3 جھاڑیاں × 25 گلاب = 75 گلاب  
2. 75 گلاب × 8 کانٹے = 600 کانٹے  

**جواب: 600 کانٹے**",True
ایک فٹ بال ٹیم نے 22 میچ کھیلے۔ انہوں نے جتنے میچ ہارے، اس سے 8 زیادہ جیتے۔ بتائیں انہوں نے کل کتنے میچ جیتے؟,15,"

ایک فٹ بال ٹیم نے کل 22 میچ کھیلے ہیں۔ انہوں نے جتنے میچ ہارے، اس سے 8 زیادہ میچ جیتے۔

ہمیں معلوم کرنا ہے کہ ٹیم نے کل کتنے میچ جیتے۔

### قدم 1: متغیرات کا تعین
ہارے میچوں کی تعداد کو $ L $ سے نشان زد کیا جائے۔
جیتے میچوں کی تعداد ہارے میچوں سے 8 زیادہ ہو گی، اس لیے جیتے میچوں کی تعداد $ L + 8 $ ہو گی۔

### قدم 2: مجموعی میچوں کا تعین
کل میچوں کی تعداد 22 ہے، جو ہارے میچوں اور جیتے میچوں کی تعداد کا مجموعہ ہے۔
$$
L + (L + 8) = 22
$$

### قدم 3: مساوات کا حل
$$
2L + 8 = 22
$$
$$
2L = 22 - 8
$$
$$
2L = 14
$$
$$
L = 7
$$

### قدم 4: جیتے میچوں کی تعداد
ہارے میچوں کی تعداد $ L = 7 $ ہے، اس لیے جیتے میچوں کی تعداد $ L + 8 = 7 + 8 = 15 $ ہو گی۔

### ✅ فائنل جواب:
$$
\boxed{15}
$$",True
جین پرانی یادگاری ٹی شرٹس سے ایک رضائی بنا رہا ہے۔ اس کے پاس ہر چھٹی کے لیے ایک شرٹ ہے۔ ہر شرٹ ایک الگ رضائی کا بلاک ہے۔ ہر قطار مختلف سال کی چھٹیوں کے بلاکس پر مشتمل ہے۔ وہ سال میں چار چھٹیوں پر جاتا ہے اور 23 سال کی عمر سے چھٹیاں منا رہا ہے۔ اب وہ 34 سال کا ہے۔ تو اس کے پاس مجموعی طور پر کتنے رضائی کے بلاکس ہیں؟,44,"

جین پرانی یادگاری ٹی شرٹس سے ایک رضائی بنا رہا ہے۔ ہر چھٹی کے لیے ایک شرٹ ہے، اور ہر شرٹ ایک الگ رضائی کا بلاک ہے۔ ہر قطار مختلف سال کی چھٹیوں کے بلاکس پر مشتمل ہے۔ وہ سال میں چار چھٹیوں پر جاتا ہے اور 23 سال کی عمر سے چھٹیاں منا رہا ہے۔ اب وہ 34 سال کا ہے۔ تو اس کے پاس مجموعی طور پر کتنے رضائی کے بلاکس ہیں؟

جین کی عمر کے حساب سے یہ پتہ چلتا ہے کہ وہ 34 - 23 = 11 سالوں سے چھٹیاں منا رہا ہے۔ اس طرح ہر سال میں چار چھٹیوں کے لیے چار شرٹس ہوتی ہیں۔ چونکہ وہ 11 سالوں سے چھٹیاں منا رہا ہے، اس لیے 11 س",False
